text,target
"U.S. Troops Training for Iraq in Israel -Paper  JERUSALEM (Reuters) - U.S. troops from Iraq are being  trained by the Israeli army in urban and guerrilla warfare  tactics at a military base in Israel, a local newspaper said on  Wednesday.",0
"British Terror Suspects to Appear in Court  LONDON (Reuters) - Eight British terror suspects charged  with conspiracy to commit murder in a plot linked to security  alerts at financial targets in New York, New Jersey and  Washington make their first appearance in court on Wednesday.",0
"Three Georgian soldiers killed in breakaway region clashes (AFP) AFP - Three Georgian soldiers have been killed and five wounded in clashes in Georgia's separatist region of South Ossetia, Rustavi 2 television reported, quoting an unnamed official with the Georgian interior ministry.",0
"Oil prices edge lower in Asian trading, still near record highs (AFP) AFP - Oil prices were slightly lower in Asian trading on easing concerns over supply disruptions but were still hovering near record highs, dealers said.",0
"Iraq's Najaf Tense After Cleric Snubs Peace Envoys  NAJAF, Iraq (Reuters) - Fears of heavier fighting in Najaf  grew on Wednesday after an Iraqi peace delegation failed to  defuse a confrontation between U.S. troops and militiamen holed  up in a revered shrine in the city.",0
"Between Faith and Medicine, How Clear a Line? How will South Africa accredit ""traditional healers"" as legally recognized physicians?",0
"British charge 8 tied to terror conspiracy LONDON -- The British police yesterday charged eight men with conspiracy to murder and violations of the Terrorism Act after finding that two of them possessed surveillance information on the financial centers in Washington, New York ...",0
"Falconio suspect to stand trial An Australian court has ordered lorry driver Bradley John Murdoch to stand trial over the murder of British backpacker Peter Falconio, who has been missing for three years. ",0
"China tells US not to send wrong signal to Uighur 'terrorists' (AFP) AFP - China has appealed to the United States not to send the ""wrong signal"" after Washington said a handful of detained Uighurs being held at the US military base in Guantanamo Bay would not be returned to China.",0
Pope Visit Leaves Lourdes with Hefty Deficit  PARIS (Reuters) - Pope John Paul's visit to Lourdes last  weekend left the Roman Catholic shrine with a 1.2 million euro  (\$1.47 million) deficit because pilgrims keen to get good seats  at his mass rushed past collection boxes.,0
"Haiti ex-rebel head cleared of murder PORT-AU-PRINCE, Haiti -- A jury yesterday acquitted a leader of a paramilitary group accused of killing thousands, after a 14-hour murder trial that angered human rights groups and provoked criticism of the new US-backed government.",0
"Witness says suspect was close to hijackers HAMBURG -- A Moroccan being retried on charges he aided the Sept. 11 plotters was part of lead hijacker Mohamed Atta's inner circle and knew of the group's arguments for turning to violence, a witness testified yesterday.",0
"Venezuela's Chavez faces political gulfs CARACAS -- Fresh from victory and emboldened by a decisive mandate, Venezuelan President Hugo Chavez has the opportunity to extend an olive branch to a seething opposition and a suspicious US administration, but the rifts may have grown too deep to be mended.",0
German leader adopts Russian child MOSCOW -- Thousands of Russian children are adopted by foreigners every year -- but few go to such high-profile homes as the leader of Germany.,0
"Burundi, Rwanda threaten Congo invasion BUJUMBURA, Burundi -- Burundi and Rwanda threatened yesterday to send soldiers into neighboring Congo to hunt down Hutu extremists responsible for slaughtering more than 160 Congolese Tutsi refugees at a UN camp in Burundi -- deployments that could reignite a regional conflict in this part of Africa.",0
"Pakistan Publishes 'Most-Wanted Terrorists' List (Reuters) Reuters - Pakistan published pictures of six\""most-wanted terrorists"" on Wednesday and offered rewards for\information leading to the arrest of two al Qaeda-linked\militants wanted over assassination attempts on the president.",0
MacGowan to play at jazz landmark Legendary singer Shane MacGowan is to play a mini-residency at London's famous Ronnie Scott's jazz club.,0
"Sadr refuses to meet with peace delegation NAJAF, Iraq -- Radical Shi #39;ite Muslim cleric Moqtada al-Sadr refused yesterday to meet with a delegation of Iraqi political figures that had rushed here from Baghdad with a last-ditch offer for peace, ...",0
"Five Palestinians killed Israeli attack that targeted Hamas activist in Gaza City JERUSALEM Israel set off a mysterious explosion in an olive grove near the house of a senior Hamas activist Wednesday, killing five Palestinians and wounding seven. The strike came just before Prime Minister Ariel Sharon faced a key party test linked to ...",0
Warring Afghan Factions Say Cease-fire Holding HERAT (Reuters) - A renegade Afghan militia commander and a spokesman for the governor of the western province of Herat said on Wednesday their forces were honoring a cease-fire brokered a day earlier by the US envoy to Afghanistan. ,0
5 die as Hamas chief survives Israeli strike GAZA CITYA senior Hamas leader survived an Israeli assassination attempt early today but at least five other Palestinians were killed in the explosion that tore through his Gaza home. ,0
Farewell to American friends President Bush #39;s plan to begin pulling most of the US troops out of Europe nearly fifteen years after the fall of the Berlin Wall has many Germans worried. ,0
"Nepalese Rebel Blockade Cuts Roads to Kathmandu, Reuters Says Aug. 18 (Bloomberg) -- Road traffic to Nepal #39;s capital, Kathmandu, stopped as communist rebels began a blockade of the city to demand the release of insurgents, Reuters reported. ",0
Squaddie Is Killed In Gun Battle A BRITISH soldier was killed and another seriously injured in clashes with Iraqi rebel gunmen in Basra yesterday. ,0
Politician #39;s arrest stirs suspicions in Hong Kong BEIJING - The arrest of a Hong Kong pro-democracy candidate in mainland China on charges of soliciting a prostitute touched off a media furor in the former British colony yesterday and fueled suspicion that Beijing was trying to influence ...,0
Mechanic must stand trial for British backpacker #39;s murder A mechanic was ordered today to stand trial for the alleged murder of British backpacker Peter Falconio in the Australian Outback three years ago. ,0
"China Detains Eight Roman Catholic Priests -Group  BEIJING (Reuters) - China has detained eight Roman Catholic  priests in northern Hebei province, continuing a crackdown on  those loyal to the Pope, a U.S.-based religious right group  said on Wednesday.",0
"No SEC Decision on Google IPO Paperwork SAN JOSE, Calif. - Google Inc.'s plans to move ahead with its initial public stock offering ran into a roadblock when the Securities and Exchange Commission didn't approve the Internet search giant's regulatory paperwork as requested...",0
"Eight Terror Suspects Face British Charges LONDON - Two of the suspects allegedly had surveillance plans of the Prudential Building in Newark, N.J., mentioned in the Aug. 1 U.S...",0
Downer up-beat on North Korean nuclear talks Foreign Minister Alexander Downer has offered an up-beat assessment at the end of talks in Pyongyang about the North Korean nuclear crisis. ,0
"Australian opposition leader hospitalised with pancreatitis CANBERRA : Australian opposition leader Mark Latham is in hospital with an inflamed pancreas, his office said. ",0
"Bomb found near Berlusconi villa Italy police defuse a  bomb  near Silvio Berlusconi's holiday villa, hours after a visit by the UK's Tony Blair.",0
Britain arrests 8 suspects linked to US terror alert Accused of conspiring to commit murder. Alleged Al-Qa #39;ida operative charged with possessing plans of US financial institutions ...,0
"Israel #39;s Likud faces major vote after controversial settlement decision JERUSALEM : Israeli Prime Minister Ariel Sharon #39;s Likud party votes on Sharon #39;s intention to bring the opposition Labour party into government, the day after he gave the green light to the construction of 1,000 new homes in Jewish settlements in the West ...",0
"Police defuse bomb after Blair #39;s visit Police have defused a bomb near the Sardinian holiday home of Silvio Berlusconi, the Italian prime minister, just hours after a visit by Tony Blair. ",0
